method,dataset,sample_id,loss,perplexity,latency,depth,layer_reduction,configuration,attention_mode,ffn_mode,confidence,rollback,executed_depth,relative_flops,sequence_length,fallback_applied,answer_loss,correct,generated,question
dense_reference,short_qa,0,1.6764639616012573,5.346616663970223,0.05192939999687951,30,0.0,dense,full,full,,False,30,,13,False,2.258517265319824,True, The capital of France is Paris.,What is the capital of France?
dense_reference,short_qa,1,1.7436212301254272,5.718012214949353,0.47039120001136325,30,0.0,dense,full,full,,False,30,,13,False,2.6282260417938232,True, The capital of Japan is Tokyo.,What is the capital of Japan?
dense_reference,short_qa,2,1.9307804107666016,6.89488898809329,0.04928999999538064,30,0.0,dense,full,full,,False,30,,13,False,3.98140287399292,True, The capital of Italy is Rome.,What is the capital of Italy?
dense_reference,short_qa,3,1.8122254610061646,6.124061137487668,0.03915289998985827,30,0.0,dense,full,full,,False,30,,13,False,2.304514169692993,True, The capital of Egypt is Cairo.,What is the capital of Egypt?
dense_reference,short_qa,4,1.7245264053344727,5.6098635989955055,0.037677899992559105,30,0.0,dense,full,full,,False,30,,13,False,2.8883743286132812,True, The capital of Canada is Ottawa.,What is the capital of Canada?
dense_reference,short_qa,5,1.8075828552246094,6.095695432186899,0.03450460000021849,30,0.0,dense,full,full,,False,30,,13,False,2.7143845558166504,True, The capital of Spain is Madrid.,What is the capital of Spain?
dense_reference,short_qa,6,1.8726950883865356,6.505806516619035,0.034642900005565025,30,0.0,dense,full,full,,False,30,,13,False,3.4024553298950195,True, The capital of Russia is Moscow.,What is the capital of Russia?
dense_reference,short_qa,7,1.8450731039047241,6.328562416115899,0.037307499995222315,30,0.0,dense,full,full,,False,30,,13,False,3.5169525146484375,True, The capital of Germany is Berlin.,What is the capital of Germany?
dense_reference,short_qa,8,1.7695063352584839,5.867955843335569,0.028369999999995343,30,0.0,dense,full,full,,False,30,,13,False,3.426708698272705,True, The capital of China is Beijing.,What is the capital of China?
dense_reference,short_qa,9,1.6944483518600464,5.44364216169459,0.042221399999107234,30,0.0,dense,full,full,,False,30,,13,False,1.563718557357788,True, The capital of Kenya is Nairobi.,What is the capital of Kenya?
dense_reference,short_qa,10,1.4079158306121826,4.087427628954953,0.03172009999980219,30,0.0,dense,full,full,,False,30,,16,False,1.7475323677062988,True, The largest planet in the solar system is Jupiter.,What is the largest planet in the solar system?
dense_reference,short_qa,11,1.7987782955169678,6.042261095883399,0.036631300012231804,30,0.0,dense,full,full,,False,30,,15,False,2.1881868839263916,True, The closest planet to the Sun is Mercury.,What is the closest planet to the Sun?
dense_reference,short_qa,12,1.9679453372955322,7.155958292442213,0.03261509998992551,30,0.0,dense,full,full,,False,30,,15,False,1.0191963911056519,True, Mars is the planet that is known as the Red Planet.,Which planet is known as the Red Planet?
dense_reference,short_qa,13,2.183633327484131,8.878506247513018,0.050585000004502945,30,0.0,dense,full,full,,False,30,,14,False,3.490222930908203,True, Oxygen is the chemical symbol for oxygen.,What is the chemical symbol for oxygen?
dense_reference,short_qa,14,2.2435903549194336,9.427117296228325,0.035770899994531646,30,0.0,dense,full,full,,False,30,,14,False,4.372925758361816,True, The chemical symbol for gold is Au.,What is the chemical symbol for gold?
dense_reference,short_qa,15,2.027536630630493,7.595353134565398,0.03944620001129806,30,0.0,dense,full,full,,False,30,,14,False,1.999873399734497,False, Iron is the chemical symbol for iron.,What is the chemical symbol for iron?
dense_reference,short_qa,16,2.508760929107666,12.289692821799184,0.03689679999661166,30,0.0,dense,full,full,,False,30,,15,False,2.03043794631958,False, Oxygen.,What gas do plants absorb from the air?
dense_reference,short_qa,17,1.8647432327270508,6.454278425739324,0.03509599999233615,30,0.0,dense,full,full,,False,30,,17,False,1.3639099597930908,True, The freezing point of water in Celsius is 0°C.,What is the freezing point of water in Celsius?
dense_reference,short_qa,18,1.4953999519348145,4.461120429838873,0.03931330000341404,30,0.0,dense,full,full,,False,30,,19,False,0.6872908473014832,True, The boiling point of water in Celsius is 100°C.,What is the boiling point of water in Celsius?
dense_reference,short_qa,19,1.559723973274231,4.757507864563447,0.03865309999673627,30,0.0,dense,full,full,,False,30,,15,False,1.6006433963775635,True, There are 7 days in a week.,How many days are in a week?
dense_reference,short_qa,20,1.4356945753097534,4.202562991782917,0.03030699999362696,30,0.0,dense,full,full,,False,30,,16,False,1.0834134817123413,False, There are 365 days in a year.,How many months are in a year?
dense_reference,short_qa,21,1.4395084381103516,4.218621593631464,0.03043150001030881,30,0.0,dense,full,full,,False,30,,16,False,0.8991649746894836,True, There are 24 hours in a day.,How many hours are in a day?
dense_reference,short_qa,22,1.8853710889816284,6.588799019127362,0.03341250000812579,30,0.0,dense,full,full,,False,30,,13,False,2.492227792739868,False, There are 14.,How many continents are there?
dense_reference,short_qa,23,1.771245002746582,5.878167141835963,0.04479739999806043,30,0.0,dense,full,full,,False,30,,15,False,2.6405839920043945,False, A spider has 10 legs.,How many legs does a spider have?
dense_reference,short_qa,24,1.6735944747924805,5.331296608841477,0.03838569999788888,30,0.0,dense,full,full,,False,30,,15,False,2.1050591468811035,True, A triangle has 3 sides.,How many sides does a triangle have?
