method,dataset,sample_id,loss,perplexity,latency,depth,layer_reduction,configuration,attention_mode,ffn_mode,confidence,rollback,executed_depth,relative_flops,active_parameters,sequence_length,proposed_configuration,fallback_applied,stability_status,volatility,stability_score,answer_loss,correct,generated,question
depth_adaptive,short_qa,0,6.196221828460693,490.8908631580639,0.02427249999891501,8,0.33333333333333337,medium,full,full,0.7011370464520456,False,8,0.6666666666666666,56702976,13,medium,False,,,,21.623825073242188,False," Well, yesterday afternoon, I've been asked questions about the same thing happening",What is the capital of France?
depth_adaptive,short_qa,1,6.218240261077881,501.8193834760032,0.025374199991347268,8,0.33333333333333337,medium,full,full,0.7011370464520456,False,8,0.6666666666666666,56702976,13,medium,False,,,,19.775514602661133,False," Well, we've been able successfully enough to achieve a lot of things happen here",What is the capital of Japan?
depth_adaptive,short_qa,2,5.8914475440979,361.9288132828052,0.026310300003387965,8,0.33333333333333337,medium,full,full,0.7011370464520456,False,8,0.6666666666666666,56702976,13,medium,False,,,,17.820035934448242,False," Well, yesterday afternoon, I've been asked questions about the same thing happening",What is the capital of Italy?
depth_adaptive,short_qa,3,6.2242913246154785,504.8651301597432,0.06977770000230521,8,0.33333333333333337,medium,full,full,0.7011370464520456,False,8,0.6666666666666666,56702976,13,medium,False,,,,20.232410430908203,False," Well, we're gonna go ahead heretical beliefs that are not necessarily necessarily true",What is the capital of Egypt?
depth_adaptive,short_qa,4,6.082901477813721,438.2990665924738,0.027324399998178706,8,0.33333333333333337,medium,full,full,0.7011370464520456,False,8,0.6666666666666666,56702976,13,medium,False,,,,22.694795608520508,False," Well, we're gonna be able to get rid of the entire thing. But",What is the capital of Canada?
depth_adaptive,short_qa,5,6.0337042808532715,417.25781028849866,0.018988900003023446,8,0.33333333333333337,medium,full,full,0.7011370464520456,False,8,0.6666666666666666,56702976,13,medium,False,,,,18.870441436767578,False," Well, yesterday afternoon, I've been asked questions about the same thing happening",What is the capital of Spain?
depth_adaptive,short_qa,6,6.08888578414917,440.92984631829296,0.021153099994990043,8,0.33333333333333337,medium,full,full,0.7011370464520456,False,8,0.6666666666666666,56702976,13,medium,False,,,,19.59562873840332,False," Well, we've got plenty of opportunities hereabouts. Firstly suppose you're going",What is the capital of Russia?
depth_adaptive,short_qa,7,6.060016632080078,428.3825616931065,0.02220849999866914,8,0.33333333333333337,medium,full,full,0.7011370464520456,False,8,0.6666666666666666,56702976,13,medium,False,,,,20.35584831237793,False," Well, we've got plenty of opportunities opportunities opportunities opportunities opportunities opportunities opportunities opportunities opportunities",What is the capital of Germany?
depth_adaptive,short_qa,8,6.076718807220459,435.5975676868071,0.018235999988974072,8,0.33333333333333337,medium,full,full,0.7011370464520456,False,8,0.6666666666666666,56702976,13,medium,False,,,,20.161773681640625,False," Well, we've been able successfully enough to achieve successively achieve successively achieve",What is the capital of China?
depth_adaptive,short_qa,9,5.681847095489502,293.4910355378714,0.0198816999909468,8,0.33333333333333337,medium,full,full,0.7011370464520456,False,8,0.6666666666666666,56702976,15,medium,False,,,,6.964771747589111,False," Well, we're gonna be able to get rid of the entire thing. But",What is the capital of Kenya?
depth_adaptive,short_qa,10,4.575662136077881,97.09230617662672,0.02592230000300333,8,0.33333333333333337,medium,full,full,0.7095196152280409,False,8,0.6666666666666666,56702976,16,medium,False,,,,11.129070281982422,False," The largest possible human beings who lived in the world today, namely those who lived",What is the largest planet in the solar system?
